Type, Location, Status, Num
船舶,吉林,已结束,0
船舶,吉林,中止,0
船舶,吉林,撤回,0
船舶,黑龙江,不限,2
船舶,黑龙江,正在进行,0
船舶,黑龙江,即将开始,0
船舶,黑龙江,已结束,2
船舶,黑龙江,中止,0
船舶,黑龙江,撤回,0
船舶,上海,不限,21
船舶,上海,正在进行,0
船舶,上海,即将开始,0
船舶,上海,已结束,18
船舶,上海,中止,2
船舶,上海,撤回,1
船舶,江苏,不限,267
船舶,江苏,正在进行,0
船舶,江苏,即将开始,2
船舶,江苏,已结束,237
船舶,江苏,中止,5
船舶,江苏,撤回,22
船舶,浙江,不限,355
船舶,浙江,正在进行,0
船舶,浙江,即将开始,3
船舶,浙江,已结束,321
船舶,浙江,中止,6
船舶,浙江,撤回,21
船舶,安徽,不限,134
船舶,安徽,正在进行,0
船舶,安徽,即将开始,2
船舶,安徽,已结束,128
船舶,安徽,中止,3
船舶,安徽,撤回,1
船舶,福建,不限,179
船舶,福建,正在进行,0
船舶,福建,即将开始,3
船舶,福建,已结束,167
船舶,福建,中止,4
船舶,福建,撤回,5
船舶,江西,不限,10
船舶,江西,正在进行,0
船舶,江西,即将开始,0
船舶,江西,已结束,9
船舶,江西,中止,0
船舶,江西,撤回,1
船舶,山东,不限,187
船舶,山东,正在进行,0
船舶,山东,即将开始,0
船舶,山东,已结束,172
船舶,山东,中止,9
船舶,山东,撤回,6
船舶,河南,不限,26
船舶,河南,正在进行,0
船舶,河南,即将开始,0
船舶,河南,已结束,26
船舶,河南,中止,0
船舶,河南,撤回,0
船舶,湖北,不限,80
船舶,湖北,正在进行,1
船舶,湖北,即将开始,2
船舶,湖北,已结束,68
船舶,湖北,中止,5
船舶,湖北,撤回,4
船舶,湖南,不限,19
船舶,湖南,正在进行,0
船舶,湖南,即将开始,0
船舶,湖南,已结束,19
船舶,湖南,中止,0
船舶,湖南,撤回,0
